"No"|"Time"|"Interval"|"InTemp"|"InHumi"|"OutTemp"|"OutHumi"|"RelPressure"|"AbsPressure"|"Wind"|"Gust"|"WindDirection"|"DewPoint"|"WindChill"|"RainHour"|"Rain24H"|"RainWeek"|"RainMonth"|"RainTotal"|"day"
"119"|119|2017-06-14 00:34:53|"5"|"25.5"|"38"|"21.3"|"49"|"1013.7"|"979.5"|"1.1"|"2.5"|" S"|"10.2"|"21.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"120"|120|2017-06-14 00:39:53|"5"|"25.5"|"38"|"21.2"|"50"|"1013.7"|"979.5"|"0"|"1.1"|" NE"|"10.4"|"21.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"121"|121|2017-06-14 00:44:53|"5"|"25.4"|"38"|"21.1"|"50"|"1013.7"|"979.5"|"1.1"|"2.5"|" N"|"10.3"|"21.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"122"|122|2017-06-14 00:49:53|"5"|"25.4"|"39"|"21"|"50"|"1013.7"|"979.5"|"2.5"|"3.6"|" N"|"10.2"|"21"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"123"|123|2017-06-14 00:54:53|"5"|"25.4"|"39"|"20.8"|"50"|"1013.8"|"979.6"|"1.1"|"3.6"|" SW"|"10"|"20.8"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"124"|124|2017-06-14 00:59:53|"5"|"25.4"|"39"|"20.6"|"51"|"1013.8"|"979.6"|"2.5"|"3.6"|" SE"|"10.1"|"20.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"125"|125|2017-06-14 01:04:53|"5"|"25.4"|"39"|"20.4"|"51"|"1013.7"|"979.5"|"1.1"|"3.6"|" N"|"10"|"20.4"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"126"|126|2017-06-14 01:09:53|"5"|"25.4"|"39"|"20.3"|"51"|"1013.8"|"979.6"|"2.5"|"3.6"|" S"|"9.9"|"20.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"127"|127|2017-06-14 01:14:53|"5"|"25.4"|"39"|"20.3"|"51"|"1013.6"|"979.4"|"1.1"|"2.5"|" S"|"9.9"|"20.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"128"|128|2017-06-14 01:19:53|"5"|"25.4"|"39"|"20.3"|"51"|"1013.6"|"979.4"|"1.1"|"2.5"|" SE"|"9.9"|"20.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"129"|129|2017-06-14 01:24:53|"5"|"25.4"|"38"|"20.2"|"51"|"1013.6"|"979.4"|"2.5"|"3.6"|" S"|"9.8"|"20.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"130"|130|2017-06-14 01:29:53|"5"|"25.4"|"38"|"20.1"|"51"|"1013.6"|"979.4"|"2.5"|"5"|" NW"|"9.7"|"20.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"131"|131|2017-06-14 01:34:53|"5"|"25.4"|"38"|"19.8"|"52"|"1013.6"|"979.4"|"2.5"|"3.6"|" W"|"9.7"|"19.8"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"132"|132|2017-06-14 01:39:53|"5"|"25.4"|"38"|"19.7"|"52"|"1013.6"|"979.4"|"1.1"|"2.5"|" S"|"9.6"|"19.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"133"|133|2017-06-14 01:44:53|"5"|"25.4"|"38"|"19.6"|"52"|"1013.4"|"979.2"|"2.5"|"5"|" NNW"|"9.5"|"19.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"134"|134|2017-06-14 01:49:53|"5"|"25.4"|"38"|"19.5"|"53"|"1013.5"|"979.3"|"2.5"|"3.6"|" NNE"|"9.7"|"19.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"135"|135|2017-06-14 01:54:53|"5"|"25.4"|"38"|"19.5"|"53"|"1013.6"|"979.4"|"1.1"|"3.6"|" W"|"9.7"|"19.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"136"|136|2017-06-14 01:59:53|"5"|"25.4"|"38"|"19.3"|"53"|"1013.7"|"979.5"|"2.5"|"6.1"|" S"|"9.5"|"19.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"137"|137|2017-06-14 02:04:53|"5"|"25.4"|"38"|"19.3"|"53"|"1013.7"|"979.5"|"1.1"|"2.5"|" S"|"9.5"|"19.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"138"|138|2017-06-14 02:09:53|"5"|"25.4"|"39"|"19.2"|"53"|"1013.8"|"979.6"|"1.1"|"2.5"|" SW"|"9.4"|"19.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"139"|139|2017-06-14 02:14:53|"5"|"25.4"|"39"|"19.1"|"53"|"1013.7"|"979.5"|"1.1"|"3.6"|" NE"|"9.3"|"19.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"140"|140|2017-06-14 02:19:53|"5"|"25.4"|"39"|"19"|"54"|"1013.7"|"979.5"|"3.6"|"6.1"|" N"|"9.5"|"19"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"141"|141|2017-06-14 02:24:53|"5"|"25.4"|"39"|"18.9"|"54"|"1013.7"|"979.5"|"2.5"|"3.6"|" NNW"|"9.4"|"18.9"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"142"|142|2017-06-14 02:29:53|"5"|"25.3"|"39"|"18.8"|"54"|"1013.7"|"979.5"|"2.5"|"3.6"|" S"|"9.3"|"18.8"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"143"|143|2017-06-14 02:34:53|"5"|"25.3"|"39"|"18.8"|"55"|"1013.7"|"979.5"|"2.5"|"3.6"|" E"|"9.6"|"18.8"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"144"|144|2017-06-14 02:39:53|"5"|"25.3"|"39"|"18.7"|"55"|"1013.7"|"979.5"|"1.1"|"2.5"|" SE"|"9.5"|"18.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"145"|145|2017-06-14 02:44:53|"5"|"25.3"|"39"|"18.6"|"55"|"1013.8"|"979.6"|"0"|"1.1"|" SE"|"9.4"|"18.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"146"|146|2017-06-14 02:49:53|"5"|"25.3"|"39"|"18.6"|"55"|"1013.7"|"979.5"|"3.6"|"6.1"|" E"|"9.4"|"18.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"147"|147|2017-06-14 02:54:53|"5"|"25.3"|"39"|"18.5"|"56"|"1013.8"|"979.6"|"2.5"|"5"|" N"|"9.6"|"18.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"148"|148|2017-06-14 02:59:53|"5"|"25.2"|"39"|"18.4"|"56"|"1013.7"|"979.5"|"2.5"|"5"|" N"|"9.5"|"18.4"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"149"|149|2017-06-14 03:04:53|"5"|"25.1"|"39"|"18.4"|"56"|"1013.6"|"979.4"|"2.5"|"3.6"|" NE"|"9.5"|"18.4"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"150"|150|2017-06-14 03:09:53|"5"|"25.1"|"39"|"18.3"|"57"|"1013.7"|"979.5"|"3.6"|"5"|" NE"|"9.7"|"18.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"151"|151|2017-06-14 03:14:53|"5"|"25.1"|"39"|"18.1"|"57"|"1013.6"|"979.4"|"3.6"|"5"|" SE"|"9.5"|"18.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"152"|152|2017-06-14 03:19:53|"5"|"25.1"|"39"|"18.1"|"58"|"1013.7"|"979.5"|"3.6"|"5"|" N"|"9.7"|"18.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"153"|153|2017-06-14 03:24:53|"5"|"25.1"|"39"|"18.1"|"58"|"1013.6"|"979.4"|"1.1"|"2.5"|" SW"|"9.7"|"18.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"154"|154|2017-06-14 03:29:53|"5"|"25.1"|"39"|"18.1"|"58"|"1013.6"|"979.4"|"1.1"|"2.5"|" SSE"|"9.7"|"18.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"155"|155|2017-06-14 03:34:53|"5"|"25"|"40"|"18.1"|"58"|"1013.5"|"979.3"|"3.6"|"5"|" N"|"9.7"|"18.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"156"|156|2017-06-14 03:39:53|"5"|"25"|"39"|"18.1"|"58"|"1013.5"|"979.3"|"0"|"1.1"|" S"|"9.7"|"18.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"157"|157|2017-06-14 03:44:53|"5"|"25"|"40"|"18"|"58"|"1013.6"|"979.4"|"1.1"|"2.5"|" N"|"9.6"|"18"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"158"|158|2017-06-14 03:49:53|"5"|"25"|"40"|"17.9"|"59"|"1013.5"|"979.3"|"3.6"|"5"|" N"|"9.8"|"17.9"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"159"|159|2017-06-14 03:54:53|"5"|"25"|"40"|"17.9"|"59"|"1013.4"|"979.2"|"1.1"|"2.5"|" S"|"9.8"|"17.9"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"160"|160|2017-06-14 03:59:53|"5"|"25"|"40"|"17.8"|"60"|"1013.5"|"979.3"|"5"|"7.2"|" S"|"10"|"17.8"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"161"|161|2017-06-14 04:04:53|"5"|"25"|"40"|"17.8"|"60"|"1013.5"|"979.3"|"2.5"|"3.6"|" W"|"10"|"17.8"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"162"|162|2017-06-14 04:09:53|"5"|"25"|"40"|"17.8"|"60"|"1013.5"|"979.3"|"1.1"|"3.6"|" N"|"10"|"17.8"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"163"|163|2017-06-14 04:14:53|"5"|"24.9"|"41"|"17.7"|"60"|"1013.4"|"979.2"|"0"|"1.1"|" NNE"|"9.9"|"17.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"164"|164|2017-06-14 04:19:53|"5"|"24.9"|"41"|"17.6"|"60"|"1013.4"|"979.2"|"1.1"|"2.5"|" W"|"9.8"|"17.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"165"|165|2017-06-14 04:24:53|"5"|"24.9"|"41"|"17.6"|"60"|"1013.5"|"979.3"|"1.1"|"2.5"|" S"|"9.8"|"17.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"166"|166|2017-06-14 04:29:53|"5"|"24.9"|"41"|"17.5"|"60"|"1013.5"|"979.3"|"3.6"|"6.1"|" E"|"9.7"|"17.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"167"|167|2017-06-14 04:34:53|"5"|"24.9"|"41"|"17.4"|"63"|"1013.4"|"979.2"|"1.1"|"2.5"|" S"|"10.3"|"17.4"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"168"|168|2017-06-14 04:39:53|"5"|"24.8"|"41"|"17.3"|"63"|"1013.4"|"979.2"|"1.1"|"2.5"|" NW"|"10.2"|"17.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"169"|169|2017-06-14 04:44:53|"5"|"24.8"|"41"|"17.3"|"63"|"1013.5"|"979.3"|"2.5"|"3.6"|" N"|"10.2"|"17.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"170"|170|2017-06-14 04:49:53|"5"|"24.8"|"41"|"17.2"|"63"|"1013.5"|"979.3"|"0"|"1.1"|" SE"|"10.1"|"17.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"171"|171|2017-06-14 04:54:53|"5"|"24.7"|"41"|"17.1"|"64"|"1013.4"|"979.2"|"2.5"|"5"|" NE"|"10.3"|"17.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"172"|172|2017-06-14 04:59:53|"5"|"24.7"|"41"|"17.1"|"64"|"1013.4"|"979.2"|"3.6"|"5"|" N"|"10.3"|"17.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"173"|173|2017-06-14 05:04:53|"5"|"24.7"|"41"|"17"|"64"|"1013.4"|"979.2"|"3.6"|"5"|" N"|"10.2"|"17"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"174"|174|2017-06-14 05:09:53|"5"|"24.7"|"41"|"17"|"64"|"1013.5"|"979.3"|"5"|"6.1"|" NNE"|"10.2"|"17"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"175"|175|2017-06-14 05:14:53|"5"|"24.6"|"41"|"17"|"64"|"1013.5"|"979.3"|"2.5"|"3.6"|" S"|"10.2"|"17"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"176"|176|2017-06-14 05:19:53|"5"|"24.5"|"41"|"17"|"64"|"1013.5"|"979.3"|"1.1"|"2.5"|" NE"|"10.2"|"17"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"177"|177|2017-06-14 05:24:53|"5"|"24.5"|"41"|"17"|"64"|"1013.6"|"979.4"|"3.6"|"6.1"|" NNW"|"10.2"|"17"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"178"|178|2017-06-14 05:29:53|"5"|"24.5"|"41"|"17.1"|"64"|"1013.5"|"979.3"|"2.5"|"5"|" S"|"10.3"|"17.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"179"|179|2017-06-14 05:34:53|"5"|"24.5"|"41"|"17"|"64"|"1013.5"|"979.3"|"1.1"|"2.5"|" S"|"10.2"|"17"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"180"|180|2017-06-14 05:39:53|"5"|"24.5"|"41"|"16.9"|"64"|"1013.5"|"979.3"|"3.6"|"5"|" S"|"10.1"|"16.9"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"181"|181|2017-06-14 05:44:53|"5"|"24.5"|"41"|"16.8"|"64"|"1013.5"|"979.3"|"2.5"|"5"|" NE"|"10"|"16.8"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"182"|182|2017-06-14 05:49:53|"5"|"24.5"|"41"|"16.7"|"65"|"1013.6"|"979.4"|"0"|"1.1"|" NW"|"10.1"|"16.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"183"|183|2017-06-14 05:54:53|"5"|"24.5"|"41"|"16.7"|"65"|"1013.5"|"979.3"|"1.1"|"2.5"|" S"|"10.1"|"16.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"184"|184|2017-06-14 05:59:53|"5"|"24.5"|"41"|"16.7"|"65"|"1013.6"|"979.4"|"2.5"|"3.6"|" S"|"10.1"|"16.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"185"|185|2017-06-14 06:04:53|"5"|"24.5"|"41"|"16.7"|"65"|"1013.7"|"979.5"|"1.1"|"3.6"|" S"|"10.1"|"16.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"186"|186|2017-06-14 06:09:53|"5"|"24.4"|"41"|"16.7"|"65"|"1013.7"|"979.5"|"0"|"1.1"|" NE"|"10.1"|"16.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"187"|187|2017-06-14 06:14:53|"5"|"24.4"|"41"|"16.7"|"65"|"1013.7"|"979.5"|"1.1"|"2.5"|" S"|"10.1"|"16.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"188"|188|2017-06-14 06:19:53|"5"|"24.4"|"41"|"16.5"|"65"|"1013.6"|"979.4"|"5"|"6.1"|" N"|"9.9"|"16.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"189"|189|2017-06-14 06:24:53|"5"|"24.4"|"41"|"16.5"|"65"|"1013.8"|"979.6"|"2.5"|"3.6"|" NNW"|"9.9"|"16.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"190"|190|2017-06-14 06:29:53|"5"|"24.4"|"41"|"16.5"|"66"|"1013.7"|"979.5"|"1.1"|"2.5"|" E"|"10.1"|"16.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"191"|191|2017-06-14 06:34:53|"5"|"24.4"|"41"|"16.4"|"66"|"1013.8"|"979.6"|"3.6"|"5"|" N"|"10.1"|"16.4"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"192"|192|2017-06-14 06:39:53|"5"|"24.3"|"41"|"16.3"|"66"|"1014"|"979.8"|"2.5"|"3.6"|" NE"|"10"|"16.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"193"|193|2017-06-14 06:44:53|"5"|"24.2"|"41"|"16.2"|"66"|"1014"|"979.8"|"2.5"|"3.6"|" S"|"9.9"|"16.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"194"|194|2017-06-14 06:49:53|"5"|"24.2"|"41"|"16.2"|"66"|"1013.9"|"979.7"|"2.5"|"5"|" N"|"9.9"|"16.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"195"|195|2017-06-14 06:54:53|"5"|"24.2"|"41"|"16.2"|"66"|"1013.8"|"979.6"|"1.1"|"2.5"|" SE"|"9.9"|"16.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"196"|196|2017-06-14 06:59:53|"5"|"24.2"|"41"|"16.2"|"66"|"1013.9"|"979.7"|"3.6"|"5"|" N"|"9.9"|"16.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"197"|197|2017-06-14 07:04:53|"5"|"24.1"|"41"|"16.2"|"66"|"1013.9"|"979.7"|"2.5"|"3.6"|" S"|"9.9"|"16.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"198"|198|2017-06-14 07:09:53|"5"|"24.1"|"41"|"16.3"|"67"|"1014"|"979.8"|"2.5"|"3.6"|" NW"|"10.2"|"16.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"199"|199|2017-06-14 07:14:53|"5"|"24.1"|"41"|"16.4"|"66"|"1014"|"979.8"|"2.5"|"3.6"|" N"|"10.1"|"16.4"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"200"|200|2017-06-14 07:19:53|"5"|"24.1"|"41"|"16.4"|"66"|"1014"|"979.8"|"3.6"|"5"|" N"|"10.1"|"16.4"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"201"|201|2017-06-14 07:24:53|"5"|"24.1"|"41"|"16.5"|"66"|"1014.2"|"980"|"1.1"|"2.5"|" S"|"10.1"|"16.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"202"|202|2017-06-14 07:29:53|"5"|"24.1"|"41"|"16.7"|"66"|"1014.3"|"980.1"|"3.6"|"6.1"|" NE"|"10.3"|"16.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"203"|203|2017-06-14 07:34:53|"5"|"24.1"|"41"|"16.9"|"65"|"1014.2"|"980"|"2.5"|"3.6"|" S"|"10.3"|"16.9"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"204"|204|2017-06-14 07:39:53|"5"|"24"|"41"|"17.1"|"65"|"1014.3"|"980.1"|"2.5"|"2.5"|" S"|"10.5"|"17.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"205"|205|2017-06-14 07:44:53|"5"|"24"|"41"|"17.2"|"64"|"1014.2"|"980"|"0"|"1.1"|" S"|"10.4"|"17.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"206"|206|2017-06-14 07:49:53|"5"|"24"|"41"|"17.4"|"64"|"1014.3"|"980.1"|"2.5"|"3.6"|" N"|"10.5"|"17.4"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"207"|207|2017-06-14 07:54:53|"5"|"24"|"42"|"17.6"|"61"|"1014.3"|"980.1"|"0"|"1.1"|" N"|"10"|"17.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"208"|208|2017-06-14 07:59:53|"5"|"24"|"42"|"18"|"60"|"1014.2"|"980"|"0"|"2.5"|" S"|"10.1"|"18"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"209"|209|2017-06-14 08:04:53|"5"|"24"|"42"|"18"|"60"|"1014.2"|"980"|"0"|"1.1"|" E"|"10.1"|"18"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"210"|210|2017-06-14 08:09:53|"5"|"24"|"42"|"18.5"|"59"|"1014.2"|"980"|"0"|"1.1"|" SE"|"10.4"|"18.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"211"|211|2017-06-14 08:14:53|"5"|"24"|"42"|"18.6"|"57"|"1014.2"|"980"|"2.5"|"5"|" N"|"9.9"|"18.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"212"|212|2017-06-14 08:19:53|"5"|"24"|"42"|"19"|"57"|"1014.2"|"980"|"0"|"1.1"|" S"|"10.3"|"19"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"213"|213|2017-06-14 08:24:53|"5"|"24"|"42"|"19.3"|"56"|"1014.3"|"980.1"|"0"|"1.1"|" NE"|"10.3"|"19.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"214"|214|2017-06-14 08:29:53|"5"|"24"|"42"|"19.6"|"55"|"1014.2"|"980"|"1.1"|"1.1"|" NE"|"10.3"|"19.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"215"|215|2017-06-14 08:34:53|"5"|"24.1"|"42"|"19.8"|"54"|"1014.2"|"980"|"0"|"1.1"|" SE"|"10.2"|"19.8"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"216"|216|2017-06-14 08:39:53|"5"|"24.1"|"42"|"20.2"|"54"|"1014.1"|"979.9"|"0"|"2.5"|" SE"|"10.6"|"20.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"217"|217|2017-06-14 08:44:53|"5"|"24.1"|"42"|"20.4"|"53"|"1014.1"|"979.9"|"1.1"|"2.5"|" SE"|"10.5"|"20.4"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"218"|218|2017-06-14 08:49:53|"5"|"24.1"|"42"|"20.6"|"52"|"1014.2"|"980"|"1.1"|"3.6"|" NW"|"10.4"|"20.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"219"|219|2017-06-14 08:54:53|"5"|"24.1"|"42"|"21"|"52"|"1014.1"|"979.9"|"2.5"|"3.6"|" N"|"10.8"|"21"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"220"|220|2017-06-14 08:59:53|"5"|"24.1"|"42"|"21.5"|"51"|"1014.1"|"979.9"|"1.1"|"2.5"|" S"|"11"|"21.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"221"|221|2017-06-14 09:04:53|"5"|"24.1"|"42"|"21.6"|"51"|"1014.1"|"979.9"|"0"|"1.1"|" S"|"11.1"|"21.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"222"|222|2017-06-14 09:09:53|"5"|"24.1"|"42"|"22.3"|"50"|"1014.1"|"979.9"|"1.1"|"2.5"|" S"|"11.4"|"22.3"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"223"|223|2017-06-14 09:14:53|"5"|"24.1"|"42"|"22.7"|"45"|"1013.9"|"979.7"|"1.1"|"2.5"|" SW"|"10.2"|"22.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"224"|224|2017-06-14 09:19:53|"5"|"24.1"|"42"|"23"|"43"|"1013.9"|"979.7"|"0"|"0"|" E"|"9.8"|"23"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"225"|225|2017-06-14 09:24:53|"5"|"24.2"|"42"|"23.2"|"42"|"1013.8"|"979.6"|"0"|"1.1"|" NW"|"9.6"|"23.2"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"226"|226|2017-06-14 09:29:53|"5"|"24.3"|"42"|"23.7"|"42"|"1013.7"|"979.5"|"0"|"0"|" S"|"10.1"|"23.7"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"227"|227|2017-06-14 09:34:53|"5"|"24.3"|"42"|"24"|"42"|"1013.8"|"979.6"|"0"|"0"|" N"|"10.3"|"24"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"228"|228|2017-06-14 09:39:53|"5"|"24.3"|"42"|"24.4"|"41"|"1013.8"|"979.6"|"1.1"|"2.5"|" SE"|"10.3"|"24.4"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"229"|229|2017-06-14 09:44:53|"5"|"24.4"|"42"|"24.8"|"41"|"1013.8"|"979.6"|"0"|"1.1"|" SE"|"10.7"|"24.8"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"230"|230|2017-06-14 09:49:53|"5"|"24.4"|"42"|"25.1"|"40"|"1013.9"|"979.7"|"1.1"|"2.5"|" NNW"|"10.6"|"25.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"231"|231|2017-06-14 09:54:53|"5"|"24.4"|"42"|"25.5"|"40"|"1013.8"|"979.6"|"1.1"|"2.5"|" E"|"10.9"|"25.5"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"232"|232|2017-06-14 09:59:53|"5"|"24.4"|"43"|"26"|"40"|"1013.9"|"979.7"|"0"|"2.5"|" ESE"|"11.4"|"26"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"233"|233|2017-06-14 10:04:53|"5"|"24.5"|"43"|"26.1"|"40"|"1013.9"|"979.7"|"1.1"|"2.5"|" E"|"11.5"|"26.1"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"234"|234|2017-06-14 10:09:53|"5"|"24.5"|"43"|"26.6"|"40"|"1013.7"|"979.5"|"0"|"2.5"|" SE"|"11.9"|"26.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"235"|235|2017-06-14 10:14:53|"5"|"24.6"|"43"|"27"|"39"|"1013.7"|"979.5"|"1.1"|"3.6"|" NE"|"11.9"|"27"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"236"|236|2017-06-14 10:19:53|"5"|"24.6"|"44"|"27.6"|"34"|"1013.7"|"979.5"|"0"|"1.1"|" E"|"10.4"|"27.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"237"|237|2017-06-14 10:24:53|"5"|"24.7"|"44"|"28"|"33"|"1013.7"|"979.5"|"2.5"|"3.6"|" S"|"10.3"|"28"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
"238"|238|2017-06-14 10:29:53|"5"|"24.7"|"44"|"28.6"|"33"|"1013.6"|"979.4"|"0"|"1.1"|" N"|"10.8"|"28.6"|"0"|"0"|"0.6"|"0.6"|"0.6"|2017-06-14
